00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 14 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 14 00 00 13 00 00 00 00 14 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 13 00 00 14 00 00 00 00 00 00 00 14 00
00 00 00 00 00 00 00 00 00 00 00 00 00 10 11 12 00 00 00 10 11 11 12 00 00 00 10 11 12 00
00 00 00 00 00 00 00 00 00 00 10 11 12 00 00 00 00 00 00 00 00 00 00 00 00 14 00 00 00 00
00 00 00 00 00 00 00 10 11 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 14 00 00 00 00
00 00 00 00 10 11 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 12 00 00 00 00 00 00
00 10 11 12 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 12 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 11 11 11 11 11 11 11 11 11 12 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
