00 00 00 00 00 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 00 00 00
00 00 00 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 00 00 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 00 00 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 00 00 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 00 00 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 00 00 00 00 14 00 00 14 00 00 00 00 00 14 00 00 00 00 00 00 00 14 00 00 00 00 00 00 00
00 00 00 00 00 14 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 14
00 00 00 00 00 00 00 00 00 00 00 14 00 00 00 00 00 00 14 00 00 00 00 00 00 00 14 00 00 00
00 00 00 00 00 00 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 00 14 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 10 12 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 00 00 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 00 00 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
00 00 00 00 00 14 00 00 14 00 00 14 00 00 14 00 00 00 14 00 00 00 14 00 00 00 14 00 00 00
